name
Accounts & Finance
Admin (GSD) G
Commercial
HR & Admin
Admin (GSD) A
Unit 1
Unit 2
Sample
Carrier
Dryer
Hydro
Drug Store
Zipper
Lab A
Lab B
Lab G
Maintenance G
Maintenance B
Maintenance A
Nylon A
Packing G
Packing B
Packing A
Packing
QC G
QC B
QC A
Sales
Warehouse G
Warehouse A
Warehouse B
Production Staff
Back Winding
